region,distance_km,warehouse_load,carrier_reliability,actual_delivery_hours,margin,late_penalty
Tier-2,2.4216816599236797,0.6412278394291078,0.8209719260554091,18.400778958026457,500,800
Metro,12.829465066978816,0.8002537302618518,0.8843953539578803,16.618083687120638,500,800
Tier-2,9.519515375792619,0.5707018054571776,0.7298204809127391,27.285611131094576,500,800
Tier-2,14.357780323139531,0.558530311872388,0.7263240766978215,23.71809144784231,500,800
Remote,22.326370536553068,0.8193120710692573,0.8391757576011659,15.895678757098128,500,800
Metro,0.40623733418400204,0.9255538272921013,0.9610591668457462,18.972251908184386,500,800
Remote,3.4703650885575446,0.5336240628498095,0.8884999137318716,26.919341756669468,500,800
Tier-2,7.621000761134477,0.5530018660666494,0.8940727625678023,18.615389998470206,500,800
Remote,23.50420193281229,0.7828036537146785,0.7457252605030553,34.89341031072694,500,800
Metro,6.008209617939368,0.6091059305096701,0.8314582888379632,21.092998567487854,500,800
Tier-2,5.107370172937008,0.8059090613888239,0.8162293740455031,26.656400595580994,500,800
Remote,0.7959454471597258,0.60727191262767,0.927063720558716,23.28625981421889,500,800
Metro,4.697916374253123,0.5582409871530297,0.7399689880639577,17.072362872446355,500,800
Tier-2,12.520605915927147,0.7727874910824137,0.8563653921259332,23.65631715701782,500,800
Remote,7.658842348810223,0.9310975690163095,0.964291935739167,37.80436101697887,500,800
Tier-2,4.597667636680185,0.842560986075265,0.9588133679991955,19.60412881077355,500,800
Metro,27.088062633505317,0.9093625687679823,0.9471777618268389,17.44302307000855,500,800
Tier-2,6.646774706371889,0.6331675871950242,0.8087457407515511,16.46832512996986,500,800
Metro,9.155657219901142,0.9429893256485129,0.9729192002899667,14.411380127757987,500,800
Remote,4.356018299626707,0.6885195872881353,0.9335371475112179,36.500206579153584,500,800
Metro,2.9834068328400076,0.9262238339284967,0.946830982579862,22.06872008571247,500,800
Metro,13.710595627275657,0.735587795074363,0.9703826003542463,17.783969635258998,500,800
Metro,1.6675667109029342,0.633928823680248,0.9717303670280835,21.010598693676073,500,800
Tier-2,11.773093612391811,0.6301294155133965,0.7696188393453973,23.80818012523817,500,800
Remote,10.607203941326603,0.7838339421823264,0.7370294364153783,24.839041963159005,500,800
Metro,3.2741685475183155,0.5395051351034229,0.9003537336356814,19.084186816525243,500,800
Metro,3.9411592385850636,0.9650280972942543,0.8633320474247712,22.614109699397908,500,800
Metro,6.6889227420157615,0.6357317478492679,0.7949536866332603,17.892521882670145,500,800
Remote,2.759913413224257,0.6678124089229276,0.8984903569653345,42.51714924651205,500,800
Metro,1.217454849103524,0.6166507768706164,0.7179790944216172,10.140764687730767,500,800
Metro,7.232346289191865,0.5015039802803607,0.7136904117838061,20.465707513125672,500,800
Tier-2,14.199183886512882,0.8462751184043988,0.8027500694185103,22.435235341190857,500,800
Metro,9.88066107337741,0.7952764505171117,0.7562155207953266,17.102977948602398,500,800
Metro,17.83294015019034,0.9048222700985578,0.9083812547138974,18.275282329606508,500,800
Metro,6.044189965138953,0.5205053867254903,0.9749263329933757,12.037293256197321,500,800
Remote,8.556079297057765,0.9643278223666601,0.8918719499685414,28.242624897299905,500,800
Remote,3.944522309778882,0.6654434700301828,0.8898874664669935,32.85690057209397,500,800
Tier-2,8.840841171887359,0.9565349312528969,0.7019127162916791,29.38947022370758,500,800
Metro,17.17406474000657,0.5535657410337698,0.8485603218001427,16.44518934517906,500,800
Tier-2,12.016382430060592,0.8719602907348205,0.9369593828507963,17.95753198553406,500,800
Metro,18.861390825452805,0.7896791157161633,0.8896949059480251,16.49472886924639,500,800
Tier-2,10.297795729010868,0.679095607626292,0.7660568915481619,26.57701058851037,500,800
Tier-2,7.691768866300299,0.5395711979665097,0.9460578220438882,23.643755548298422,500,800
Remote,22.490999865967176,0.8023682549233703,0.9796692500224029,25.76191836986369,500,800
Metro,9.109292727369969,0.5132199415369565,0.7809079257750784,19.539802299340067,500,800
Tier-2,25.774372422028797,0.7506410495730038,0.7600573592280839,22.4853877467402,500,800
Tier-2,15.695251080665528,0.8021042878968274,0.798172802349276,26.843224952664446,500,800
Metro,4.752762378208008,0.8662618736437611,0.7183159023245246,15.893840718367944,500,800
Tier-2,7.104542516227022,0.995667317112423,0.9532954751951939,20.361689267011158,500,800
Remote,22.360900012358385,0.6300468567538824,0.9694968493544195,26.86313477494274,500,800
Remote,17.83727443930163,0.6611949106867375,0.8836578814936078,18.29188041494305,500,800
Tier-2,14.051188151124975,0.670572673404496,0.9216570957274993,23.48060138532288,500,800
Metro,13.000371604193885,0.8657913559294175,0.8939086964561952,18.783165816539668,500,800
Remote,2.509256918751393,0.9659096341280569,0.809432726494062,30.040907653139687,500,800
Tier-2,3.1145742820235043,0.9871618747907793,0.8832922849957371,20.827064333124266,500,800
Metro,9.93395594308613,0.9729056832790646,0.9425328495537827,13.753887773848756,500,800
Metro,4.017218941960448,0.9396915038576217,0.9348731489683724,16.738064031703924,500,800
Metro,6.732498597396306,0.9954886869103154,0.7235066826608356,16.971856450419693,500,800
Metro,6.354700589813671,0.6879728634172484,0.8341542785575039,15.593168192335144,500,800
Tier-2,12.543671188975035,0.9741606599993532,0.8152232245476024,21.193571441669953,500,800
Metro,10.219109290609858,0.8805099811979558,0.9180825362761608,19.212152570443614,500,800
Metro,16.911405929741267,0.5842299297639891,0.8453990224682771,23.65855770363159,500,800
Metro,10.361868152441733,0.5227325939386012,0.8014133214851317,18.523733438495515,500,800
Metro,9.793227622785437,0.6072419789351611,0.9048414305720285,18.772651172168292,500,800
Metro,8.329406213884432,0.8893755621438131,0.8373377708974106,17.7766622527015,500,800
Metro,18.68984233471696,0.815848440612942,0.7744209680483627,12.243686354102875,500,800
Metro,8.398187106494726,0.6121781286733425,0.9582209075569654,17.920458373652348,500,800
Tier-2,4.631474310206897,0.8709607272356796,0.732783875964385,22.301151049705133,500,800
Metro,13.44448652313866,0.5706611197191015,0.705245434996791,25.38972633745586,500,800
Tier-2,7.630311939394644,0.9109206969293473,0.7417341994679314,21.038195176094387,500,800
Metro,15.563088436840395,0.897080487985366,0.7474565435142297,18.904642027000836,500,800
Metro,20.04346983742552,0.9862879853530242,0.856032238013794,17.89586469088427,500,800
Metro,7.116167849423583,0.5751397823146591,0.8812109951847409,14.493965887141403,500,800
Metro,19.566154240497777,0.9533064972073002,0.8300972288770517,21.42846844354506,500,800
Metro,15.84099761494543,0.6705513318609193,0.7592096611309029,20.255799098060322,500,800
Metro,5.34538065025003,0.7080299323976558,0.7383353606502383,20.373095841129143,500,800
Metro,4.084775338391075,0.7342225314433848,0.8427240710458807,15.271837635615784,500,800
Tier-2,3.792856174428155,0.8134520266012779,0.8639900954097455,29.013971554680495,500,800
Metro,3.045305278317753,0.9973816850590214,0.7881487977940075,13.794446811623157,500,800
Remote,18.30405786292812,0.7999794015276166,0.7639275847288824,34.69485675040216,500,800
Remote,7.1960182763466305,0.9633579325202036,0.7233718907857538,47.523645006479825,500,800
Tier-2,4.8191916363306495,0.6275141010423615,0.7076109012277474,17.04731837434656,500,800
Metro,5.610248305911823,0.6992058309075748,0.7306635649424922,16.301106811191683,500,800
Remote,12.124753478865385,0.7522497647192904,0.9152030295623428,30.79721092070113,500,800
Metro,23.798581485239314,0.6614509948933354,0.799765408544628,16.489573037651404,500,800
Metro,5.4080475263332195,0.988433551482165,0.7079514854665516,13.348009706801601,500,800
Metro,14.628665416781494,0.8628417769486136,0.8473679288377599,18.205688924418084,500,800
Remote,8.372974366578843,0.7394406760912801,0.8554595073977013,21.50157029019116,500,800
Metro,12.22761341391716,0.875652350604897,0.8243197460875941,19.420777291905544,500,800
Remote,4.292170156370643,0.7337212495413257,0.7320980154902909,22.644606126129574,500,800
Metro,13.591099015301547,0.508612663683963,0.9189405453057294,22.649803215052618,500,800
Remote,6.752646959185381,0.7715967039051681,0.8998336605886195,23.733973661310102,500,800
Remote,5.825373301916103,0.8125926093806008,0.8144714500987605,27.423507870354594,500,800
Remote,8.122925567428403,0.9906037093592808,0.8104364534569397,36.50813773895736,500,800
Metro,12.760743678755418,0.5203964241303088,0.7452211833343235,14.307407050698135,500,800
Remote,7.363940014337345,0.756048478727567,0.9185293106554473,31.819679476833034,500,800
Remote,5.871820243558856,0.5490773783541809,0.8738764322585322,40.45714203425943,500,800
Metro,7.553927175712457,0.5744979507854802,0.7248800991987542,13.177550296316317,500,800
Metro,7.412708288770268,0.8052316694842381,0.8096384029467049,18.553901575596914,500,800
Tier-2,12.038765473413012,0.6157838561332487,0.9620326733448658,23.299413971242117,500,800
Metro,6.181630012321573,0.8745870556475123,0.8311886344803056,20.34546861533193,500,800
Tier-2,6.058749337536568,0.7570993462976363,0.7942289747971674,15.81524644560959,500,800
Metro,4.32474829061236,0.6091064425828686,0.8866973818800925,14.038630160747172,500,800
Tier-2,12.588727541153242,0.7468958388005325,0.7588619895283769,24.60970782808449,500,800
Metro,9.251677112132223,0.5004408634540604,0.851902985480082,18.890954019699556,500,800
Metro,18.61270091649577,0.9313700218289205,0.8941615985334572,18.75147855103763,500,800
Metro,17.033289788268956,0.5063391885278814,0.9479147406327726,19.039344628490927,500,800
Remote,9.931706119085263,0.5035049462460912,0.9008262478055823,24.559802227372074,500,800
Metro,7.743576439501575,0.8057519715898236,0.8114788411788836,18.696761091483012,500,800
Remote,8.39303532536198,0.9867604628950415,0.9226620502710101,32.34457978638945,500,800
Tier-2,5.090952308081425,0.9279667421769894,0.9605359791405441,18.42824290986816,500,800
Metro,4.364191756417631,0.6260094562947258,0.8385514511513825,23.59732353343427,500,800
Metro,3.846961116444371,0.5983334055738428,0.7013052277901518,19.42149876273536,500,800
Metro,7.258300311712631,0.8130560903167277,0.9554662275260348,14.426089508392053,500,800
Metro,0.5010475483296029,0.9113188735110387,0.7479781775665377,19.96966082590149,500,800
Metro,23.189439581229145,0.6810393354500148,0.7366343964443082,15.075954989318035,500,800
Tier-2,3.482621054253143,0.7161772951835379,0.7892267840646091,25.93542301871226,500,800
Remote,27.421230571613336,0.5577447568388756,0.8101952861633207,39.26876463205923,500,800
Metro,3.526644576475562,0.5764132106276796,0.9318192424741291,15.537953044944869,500,800
Tier-2,8.428543628061746,0.7841757975130104,0.8128631816828072,26.81688064622161,500,800
Remote,11.08282878654012,0.5513280728742185,0.7141581382427131,33.30224741549198,500,800
Remote,8.988947869530216,0.6010230623979504,0.8844288871972774,36.57648127995592,500,800
Remote,5.395571037739712,0.617338512005942,0.8946540967947024,45.17434386123158,500,800
Remote,5.183909594288332,0.7219622666068152,0.93612406704131,28.036895071977035,500,800
Metro,14.740218022646129,0.522805982061818,0.8156711633917282,15.73879150692753,500,800
Remote,18.979823867705193,0.7498854858464693,0.7249606121002263,22.883884562995814,500,800
Remote,1.5362996449680693,0.9643372031970407,0.8603880605314203,23.473517720276494,500,800
Metro,10.068149412135728,0.5122318305595364,0.7350892409474769,17.76869487175769,500,800
Metro,12.829417095300187,0.8154924326037327,0.7049518436770499,19.02345592444993,500,800
Metro,9.56619267807634,0.9179211825757712,0.9257892068368903,18.830072397990058,500,800
Metro,2.4031598040437916,0.6562304212745886,0.8169890740981314,20.481549747108073,500,800
Metro,12.128917922424991,0.5657592725096124,0.8522514998981064,18.03900567563372,500,800
Tier-2,17.275983726292765,0.5216698938046316,0.8922262688028748,29.267670385786584,500,800
Tier-2,4.265817728284884,0.8219515297179012,0.8162980233462591,20.67671583381022,500,800
Metro,5.346482620174294,0.7761171901145342,0.7148281618184448,26.160507499768855,500,800
Metro,9.692383203985722,0.6146474941959987,0.7732956607353085,19.87700204329502,500,800
Tier-2,7.908226121438931,0.9158086538158741,0.7563589454880042,17.714212217918586,500,800
Metro,5.370071163570691,0.8677531760761716,0.983444266039037,14.787322505816663,500,800
Metro,2.969204316594621,0.6382143924933916,0.9144565816673833,19.447417245729557,500,800
Tier-2,5.749292749229938,0.876681511432317,0.8309494994963258,20.882686073370746,500,800
Metro,0.939931802699459,0.6224971067503863,0.7183765449726791,20.142001482276275,500,800
Metro,12.987944620066925,0.8376337309331805,0.7335966515186985,19.419712873720634,500,800
Metro,4.698468827458085,0.5592725205369398,0.9357408750887103,17.78151326202938,500,800
Tier-2,14.461236361544769,0.8461197316666036,0.9741802372127302,17.766031409657977,500,800
Tier-2,7.0188947623797056,0.6193872094911301,0.7090915534978453,14.425763876570677,500,800
Metro,9.277815413162502,0.786234677120857,0.9640151655796,16.660455143798938,500,800
Metro,1.8568433157863062,0.5862319334259413,0.8103634768819377,20.569196382970418,500,800
Tier-2,13.666687274593802,0.8629834737839761,0.7619534715895654,23.07046872065102,500,800
Remote,38.414868769573744,0.5304397871965258,0.7296473836498252,20.034089770304096,500,800
Tier-2,6.212319859300158,0.5827088934013593,0.9238071931664265,22.86590462925591,500,800
Remote,9.149279197320755,0.5920682399354182,0.8359840407027259,33.08253903783069,500,800
Tier-2,10.01908183640625,0.5206717929269993,0.9414028967612245,17.580712818994336,500,800
Tier-2,2.6108872692174545,0.8725062580801228,0.7655855744932389,22.76862552972764,500,800
Remote,3.346251363634239,0.9904762523699664,0.8967847306814032,30.465669747568,500,800
Tier-2,12.312624093696986,0.8891988942058412,0.7342552944111771,16.285148510846884,500,800
Remote,4.268016659753437,0.9303159810611978,0.7260276983990832,32.86229888278626,500,800
Metro,6.9713446755159945,0.5030038301691386,0.7386859566049079,19.682353579104703,500,800
Remote,9.293713323070063,0.5589349818872966,0.9345813771624891,38.66440994540221,500,800
Tier-2,12.626291423164249,0.7795101696474311,0.8901297232754656,27.269010260174515,500,800
Remote,7.2727721212891545,0.9889344423970837,0.7481295286607609,18.97864505634327,500,800
Metro,7.422211860063273,0.8303564655241018,0.8115839410987038,15.186524880254632,500,800
Tier-2,34.553427253021596,0.6870683468690388,0.9214689428293724,24.5751763360433,500,800
Remote,16.091598380481116,0.5730746527407296,0.7828455729300272,34.11028760729767,500,800
Metro,6.351795473794817,0.5764178471913254,0.9671664765707977,19.545143058918143,500,800
Tier-2,7.489924647763112,0.6813766011583919,0.9652348094915746,41.26365745327361,500,800
Remote,26.349212740920542,0.8569050986720037,0.8603412394514698,34.56712408554534,500,800
Metro,12.65799115986361,0.5159096455124553,0.8832725380541133,21.406696920541798,500,800
Metro,17.53125705294377,0.9260887957308193,0.8894333224824706,20.86200529047961,500,800
Tier-2,6.222647147921855,0.9707757178449028,0.7749558527489719,25.25695625652899,500,800
Tier-2,5.6514960450140075,0.9444082302654155,0.8059432027299562,20.42365377679827,500,800
Metro,22.2318606240367,0.9565134546984465,0.7394229220420665,20.276907661479804,500,800
Metro,7.931355229272934,0.5076696397091318,0.968212689079622,15.681524356387285,500,800
Metro,7.836271373865593,0.9888961579749479,0.9099163372217101,17.289544179779973,500,800
Metro,5.897502590026196,0.6831785574451744,0.7134433172364677,16.54390935651269,500,800
Metro,17.063098611202655,0.9346405591825874,0.8593223605283958,18.245622418158966,500,800
Tier-2,9.646964649643882,0.5934044353498071,0.7994913830740081,33.573292833367546,500,800
Tier-2,3.1566956226458576,0.7232628713311184,0.9364334843478086,12.66367403704126,500,800
Tier-2,5.370300571112626,0.5220821943119883,0.7997020254717186,25.43130095187257,500,800
Metro,19.54079649432766,0.5200379984214136,0.8868035361342596,13.161852386431045,500,800
Metro,9.81693157976991,0.9716380503848191,0.748064696702406,16.5842044026317,500,800
Metro,17.180277354828153,0.9053033062645195,0.862039091998227,21.2668517909021,500,800
Remote,11.171755730253281,0.7649130222068967,0.7852268624405292,30.5142401527637,500,800
Tier-2,3.565996578326538,0.7627290867822689,0.7478176424851286,16.61127611035347,500,800
Remote,12.052417645263846,0.8743773092380931,0.8795851526115722,24.277570325920255,500,800
Metro,8.076497600208096,0.670834390785245,0.885205948004459,20.038793246804026,500,800
Tier-2,5.4948367431508425,0.880934637930976,0.9851725965287981,18.34816684141432,500,800
Tier-2,5.892820632293596,0.7425041899966363,0.8940407573017235,23.082292947909874,500,800
Remote,16.883278144352307,0.8189587014557325,0.8495558821728671,30.36457471923051,500,800
Tier-2,10.060827277867476,0.9824147250515739,0.9646600444945774,18.741998261970913,500,800
Tier-2,9.545924325095166,0.7356577787601308,0.9402014374196521,32.719720446626624,500,800
Metro,23.729108410865262,0.7092023298732251,0.8591364207476517,19.901757066954033,500,800
Tier-2,4.760815237781659,0.9528745869706793,0.8482912325448341,11.874287066711965,500,800
Metro,7.784177389401154,0.9512902474581719,0.9731710638576043,18.559362944308283,500,800
Metro,5.107569913963622,0.9962093509415879,0.8789668427480899,16.014640605694836,500,800
Metro,11.886639949860243,0.7754314996541546,0.906995959059157,20.557300004388672,500,800
Remote,9.672975494869268,0.6721307705133014,0.7251369222226889,23.659834092538397,500,800
Metro,6.323842832466292,0.6201950315888518,0.9083086301622851,17.655790675599302,500,800
Remote,6.959568147164945,0.517048178475831,0.7767577342399381,34.03989823184366,500,800
Remote,15.751345467922137,0.8633643121054427,0.7335059977298246,36.926041553360974,500,800
Remote,18.577130879937933,0.6167380868677234,0.9464031715535398,20.39762874355379,500,800
Remote,5.349725608036081,0.8033204426128286,0.9004454151292963,27.323990113272412,500,800
Remote,39.49096835196467,0.9582961826821977,0.8181936505490578,26.20043751071235,500,800
Metro,2.5396902254559546,0.9751068036972634,0.8251108506003393,16.040012302278864,500,800
Metro,3.4384759640515288,0.5022050669901552,0.7571641394408467,23.29636272084329,500,800
Tier-2,6.720912662445173,0.6585375156881782,0.7027697886852198,24.024908554804778,500,800
Metro,4.544391740571449,0.9186890147326134,0.8013141504751192,14.217348136994865,500,800
Metro,4.084473860856787,0.7682226026757677,0.7430401643079497,20.753585841164327,500,800
Tier-2,18.271017458481232,0.9037543667410763,0.8223007707493214,32.610780985063165,500,800
Tier-2,12.19399515214955,0.926661641418969,0.9418092754996878,27.162326302755734,500,800
Remote,8.946437135544464,0.7213131099706613,0.7332787653867887,17.845040272367893,500,800
Tier-2,5.519133608318038,0.6794914690123928,0.7266085446194824,19.578829635668743,500,800
Tier-2,3.570694619081813,0.7277166330252627,0.961609643790013,28.334555745933113,500,800
Metro,3.4232223293891533,0.8263976013121331,0.9160904731071138,15.876991603143658,500,800
Metro,18.210527003488274,0.6835795764434092,0.7153902610291011,19.331458284438686,500,800
Remote,17.710201679643756,0.8874941443488764,0.7230754407246993,36.19707242743469,500,800
Metro,6.844993435318568,0.9519963968425111,0.8986280261631889,15.21920858526575,500,800
Metro,2.337623916850778,0.6411556010793633,0.807399818622829,17.8214239318146,500,800
Tier-2,12.942382287157523,0.9824948220871197,0.9100102557078882,5.793663299654636,500,800
Metro,6.86467381698465,0.8113626233626553,0.8172916800971385,14.926837075997131,500,800
Metro,16.215246546227675,0.9390843856098705,0.9806581393231386,17.242295545820518,500,800
Metro,3.3728710265873323,0.5519582176360527,0.9013808175555889,14.25665045410545,500,800
Metro,8.89395346431359,0.6257495685281194,0.7135185718052457,22.897233911794906,500,800
Metro,3.098844068833026,0.6605095397162961,0.7958455147144362,13.7095758661181,500,800
Remote,4.650928581334895,0.6514110755872566,0.8634457939794484,26.47964410642413,500,800
Tier-2,4.557427420217004,0.5859305782992659,0.7411433550781036,22.653702886430455,500,800
Metro,6.7617693796609855,0.9341004737624161,0.7007308870218357,22.323819867198345,500,800
Metro,19.255942400327445,0.709306070644775,0.7229993583732977,13.692413546461681,500,800
Metro,9.238879694231558,0.9815651062333941,0.8520364085318887,21.48949125646488,500,800
Remote,14.429191429073711,0.7917361833950736,0.8833539763568156,30.081864488156697,500,800
Metro,8.82478475779265,0.5691973178224315,0.7269419789513216,15.055474046856148,500,800
Remote,6.052168103651061,0.7729523549169786,0.8928953919326278,33.69682779410616,500,800
Metro,1.1312118013701227,0.9967725738621211,0.878966005603856,18.59717908672041,500,800
Remote,3.537836971548577,0.7825858435496373,0.9725701247832661,25.198264982729643,500,800
Metro,8.334778995019622,0.5009346725647813,0.9437958925530583,18.209406254970055,500,800
Metro,9.447872693207607,0.9665399517952096,0.9735401404842998,16.84405920941472,500,800
Metro,16.254808241905007,0.6174472030640947,0.9801712107154621,18.340552035753745,500,800
Tier-2,1.7746109416790508,0.8442645265344784,0.8278344754340904,25.310653372605234,500,800
Metro,30.83395349302615,0.7575400774777213,0.8414940975706231,22.758050448436055,500,800
Metro,1.115070325059434,0.6627168784204431,0.7816703708038393,14.286553503519453,500,800
Remote,7.9386471546144355,0.6413197618381943,0.8474453967525026,47.06426699725013,500,800
Metro,5.201485321762655,0.9643799312535524,0.7437072624777714,12.143736601432494,500,800
Metro,3.594937233564566,0.9559629479599185,0.8947149786198774,17.54464471489325,500,800
Remote,22.760039926625815,0.7565674200268896,0.7072304350528585,34.706537651876616,500,800
Metro,5.375944040228385,0.6292475977675696,0.7683320493228094,18.842975603205097,500,800
Remote,1.633933114682882,0.5511710160859988,0.7603407924754814,25.01840384143525,500,800
Metro,2.698308742189974,0.5782881914295428,0.9719878307123957,17.375633248928175,500,800
Metro,17.614640946856937,0.7611258628703023,0.7420215079952762,16.5209971960235,500,800
Metro,2.826698282465603,0.6539149802895046,0.9583248807270973,16.231905729167366,500,800
Remote,2.1857401429754963,0.5210340711299783,0.7360638841967675,36.7968167761682,500,800
Remote,9.57921418504323,0.7275836926555501,0.888702416021334,32.85612388772038,500,800
Remote,6.724166616293451,0.8730946462321568,0.792766930770268,24.456723237914765,500,800
Metro,11.57588601590607,0.9458475579799938,0.7916406868786275,20.698799626299753,500,800
Remote,6.073991053132229,0.7926420228415447,0.9894986190352248,32.45839616701287,500,800
Metro,13.830519361847692,0.861646061921223,0.765552428759948,20.43858635651688,500,800
Metro,2.449867337737418,0.6820352354324661,0.7587424197009883,19.888886525770836,500,800
Remote,2.010040491002929,0.7481190896084697,0.8709070772384094,23.368039912623424,500,800
Metro,10.230360599812213,0.8648134282550146,0.9148181951382861,16.319456879409092,500,800
Metro,6.731962040799275,0.8638291136861472,0.9849263118217998,20.241880815369786,500,800
Metro,5.811572540345486,0.7122631322847521,0.9034099945288636,19.831110796300393,500,800
Tier-2,12.937448037022424,0.7718336707791613,0.8629426092126187,21.89549203017926,500,800
Metro,33.7412109126921,0.9619276697754847,0.8186481981498454,18.351982149926346,500,800
Metro,19.731719697970593,0.8159988024716168,0.8725827146020733,21.832994687365275,500,800
Remote,13.329105049086316,0.8212873128432948,0.8742421490582806,25.26742888931336,500,800
Metro,5.605436479928948,0.89231014619268,0.7631363332206539,19.641292143510114,500,800
Metro,23.895443938726068,0.5576114481579864,0.894650482844803,17.39342204269832,500,800
Tier-2,2.7134985727388927,0.7614421458243638,0.7592828992926771,20.9115939838639,500,800
Remote,11.286379738931295,0.9797158681354909,0.8420868987846541,38.79021481589752,500,800
Metro,7.186892786354586,0.6808301960880494,0.7753621586626745,20.47624904696409,500,800
Tier-2,5.606284172061919,0.6474630732110456,0.7907122968816278,26.067548180003193,500,800
Metro,3.0963685230780467,0.8006039828023788,0.8780243357988486,21.916436421462986,500,800
Tier-2,42.64911597094149,0.6105597122826517,0.7187006832739621,22.105019208163796,500,800
Metro,5.567650778110317,0.7779725782618245,0.7034900964440259,20.045858913884892,500,800
Metro,0.6506845035758901,0.5778260054288202,0.7378798027688166,17.069199730219633,500,800
Metro,14.884489946789728,0.7898967303489528,0.7489250236416043,18.972499057465328,500,800
Remote,10.586799948917093,0.8011895918225888,0.7573831607332338,28.958855565058524,500,800
Tier-2,6.657069168156661,0.7092002395061314,0.9244400103621991,22.48497982496359,500,800
Remote,6.160978976049241,0.6913732127193443,0.8295888104409848,34.76125620349531,500,800
Tier-2,7.820144026609591,0.6227291392002247,0.8362814788148389,17.908896583832636,500,800
Metro,14.971968009726984,0.6654611539167972,0.8868569072281076,24.277161827056382,500,800
Metro,10.696380191635058,0.7491729835956817,0.9114415428397258,14.981947855500895,500,800
Remote,11.996345124224678,0.6238294505145505,0.7010174213704964,20.286491097698143,500,800
Tier-2,11.991787124571703,0.8914172316859312,0.9484503473834991,27.790554367500338,500,800
